285,17,الاباصيرى,Alabbaseri,true
286,17,مقبل,Mokbel,true
287,18,بورسعيد,PorSaid,true
288,18,بورفؤاد,Port Fouad,true
289,18,العرب,Alarab,true
290,18,حى الزهور,Zohour,true
291,18,حى الشرق,Alsharq,true
292,18,حى الضواحى,Aldawahi,true
293,18,حى المناخ,Almanakh,true
294,18,حى مبارك,Mubarak,true
295,19,دمياط,Damietta,true
296,19,دمياط الجديدة,New Damietta,true
297,19,رأس البر,Ras El Bar,true
298,19,فارسكور,Faraskour,true
299,19,الزرقا,Zarqa,true
300,19,السرو,alsaru,true
301,19,الروضة,alruwda,true
302,19,كفر البطيخ,Kafr El-Batikh,true
303,19,عزبة البرج,Azbet Al Burg,true
304,19,ميت أبو غالب,Meet Abou Ghalib,true
305,19,كفر سعد,Kafr Saad,true
306,20,الزقازيق,Zagazig,true
307,20,العاشر من رمضان,Al Ashr Men Ramadan,true
308,20,منيا القمح,Minya Al Qamh,true
309,20,بلبيس,Belbeis,true
310,20,مشتول السوق,Mashtoul El Souq,true
311,20,القنايات,Qenaiat,true
312,20,أبو حماد,Abu Hammad,true
313,20,القرين,El Qurain,true
314,20,ههيا,Hehia,true
315,20,أبو كبير,Abu Kabir,true
316,20,فاقوس,Faccus,true
317,20,الصالحية الجديدة,El Salihia El Gedida,true
318,20,الإبراهيمية,Al Ibrahimiyah,true
319,20,ديرب نجم,Deirb Negm,true
320,20,كفر صقر,Kafr Saqr,true
321,20,أولاد صقر,Awlad Saqr,true
322,20,الحسينية,Husseiniya,true
323,20,صان الحجر القبلية,san alhajar alqablia,true
324,20,منشأة أبو عمر,Manshayat Abu Omar,true
325,21,الطور,Al Toor,true
326,21,شرم الشيخ,Sharm El-Shaikh,true
327,21,دهب,Dahab,true
328,21,نويبع,Nuweiba,true
329,21,طابا,Taba,true
330,21,سانت كاترين,Saint Catherine,true
331,21,أبو رديس,Abu Redis,true
332,21,أبو زنيمة,Abu Zenaima,true
333,21,رأس سدر,Ras Sidr,true
334,22,كفر الشيخ,Kafr El Sheikh,true
335,22,وسط البلد كفر الشيخ,Kafr El Sheikh Downtown,true
336,22,دسوق,Desouq,true
337,22,فوه,Fooh,true
338,22,مطوبس,Metobas,true
339,22,برج البرلس,Burg Al Burullus,true
340,22,بلطيم,Baltim,true
341,22,مصيف بلطيم,Masief Baltim,true
342,22,الحامول,Hamol,true
343,22,بيلا,Bella,true
344,22,الرياض,Riyadh,true
345,22,سيدي سالم,Sidi Salm,true
346,22,قلين,Qellen,true
347,22,سيدي غازي,Sidi Ghazi,true
348,23,مرسى مطروح,Marsa Matrouh,true
349,23,الحمام,El Hamam,true
350,23,العلمين,Alamein,true
351,23,الضبعة,Dabaa,true
352,23,النجيلة,Al-Nagila,true
353,23,سيدي براني,Sidi Brani,true
354,23,السلوم,Salloum,true
355,23,سيوة,Siwa,true
356,23,مارينا,Marina,true
357,23,الساحل الشمالى,North Coast,true
358,24,الأقصر,Luxor,true
359,24,الأقصر الجديدة,New Luxor,true
360,24,إسنا,Esna,true
361,24,طيبة الجديدة,New Tiba,true
362,24,الزينية,Al ziynia,true
363,24,البياضية,Al Bayadieh,true
364,24,القرنة,Al Qarna,true
365,24,أرمنت,Armant,true
366,24,الطود,Al Tud,true
367,25,قنا,Qena,true
368,25,قنا الجديدة,New Qena,true
369,25,ابو طشت,Abu Tesht,true
370,25,نجع حمادي,Nag Hammadi,true
371,25,دشنا,Deshna,true
372,25,الوقف,Alwaqf,true
373,25,قفط,Qaft,true
374,25,نقادة,Naqada,true
375,25,فرشوط,Farshout,true
376,25,قوص,Quos,true
377,26,العريش,Arish,true
378,26,الشيخ زويد,Sheikh Zowaid,true
379,26,نخل,Nakhl,true
380,26,رفح,Rafah,true
381,26,بئر العبد,Bir al-Abed,true
382,26,الحسنة,Al Hasana,true
383,27,سوهاج,Sohag,true
384,27,سوهاج الجديدة,Sohag El Gedida,true
385,27,أخميم,Akhmeem,true
386,27,أخميم الجديدة,Akhmim El Gedida,true
387,27,البلينا,Albalina,true
388,27,المراغة,El Maragha,true
389,27,المنشأة,almunsha'a,true
390,27,دار السلام,Dar AISalaam,true
391,27,جرجا,Gerga,true
392,27,جهينة الغربية,Jahina Al Gharbia,true
393,27,ساقلته,Saqilatuh,true
394,27,طما,Tama,true
395,27,طهطا,Tahta,true
396,27,الكوثر,Alkawthar,true
